,Movie_title,First_Criterion,Second_Criterion,Third_Criterion,release_date,budget,voting,original_language
0,Hudson Hawk,1.0,1.0,1.0,1991-05-23,65000000.0,5.4,en
0,Star Trek,1.0,1.0,1.0,2009-05-06,150000000.0,7.4,en
0,The Hangover,1.0,0.0,0.0,2009-06-05,35000000.0,7.2,en
0,Ninotchka,1.0,1.0,1.0,1939-10-06,1365000.0,7.3,en
0,Chaos,1.0,0.0,0.0,2001-10-03,0.0,6.1,fr
0,Rebel Without a Cause,1.0,1.0,1.0,1955-10-27,1500000.0,7.6,en
0,Syriana,1.0,0.0,0.0,2005-11-23,50000000.0,6.3,en
0,The American President,1.0,1.0,1.0,1995-11-17,62000000.0,6.5,en
0,Argo,1.0,1.0,0.0,2012-10-11,44500000.0,7.1,en
0,My Week with Marilyn,1.0,1.0,1.0,2011-10-17,6400000.0,6.6,en
0,The Mummy,1.0,0.0,0.0,1999-04-16,80000000.0,6.6,en
0,Frances,1.0,1.0,1.0,1982-12-03,0.0,7.1,en
0,The Descendants,1.0,1.0,1.0,2011-09-09,20000000.0,6.7,en
0,The Anniversary Party,1.0,1.0,1.0,2001-05-15,0.0,6.4,en
0,The Shipping News,1.0,1.0,0.0,2001-12-18,0.0,6.4,en
0,Precious,1.0,1.0,1.0,2009-11-06,10000000.0,6.9,en
0,Sideways,1.0,1.0,1.0,2004-10-22,16000000.0,6.9,en
0,Freaked,1.0,0.0,0.0,1993-09-11,0.0,6.0,en
0,Shame,1.0,0.0,0.0,2011-10-02,6500000.0,7.0,en
0,Tin Cup,1.0,1.0,1.0,1996-08-16,45000000.0,5.9,en
0,Peeping Tom,1.0,1.0,1.0,1960-04-06,150000.0,7.6,en
0,2012,1.0,1.0,1.0,2009-10-10,200000000.0,5.6,en
0,Win Win,1.0,1.0,1.0,2011-03-18,10831173.0,6.7,en
0,The Graduate,1.0,0.0,0.0,1967-12-21,3000000.0,7.6,en
0,Army of Darkness,1.0,0.0,0.0,1992-10-09,11000000.0,7.3,en
0,The Deer Hunter,1.0,1.0,0.0,1978-12-08,15000000.0,7.8,en
0,State and Main,1.0,1.0,1.0,2000-08-26,0.0,6.5,en
0,Crank,1.0,0.0,0.0,2006-08-31,12000000.0,6.6,en
0,Signs,1.0,1.0,1.0,2002-08-02,72000000.0,6.4,en
0,Solaris,1.0,0.0,0.0,2002-11-27,47000000.0,5.9,en
0,Jennifer Eight,1.0,1.0,1.0,1992-11-06,20000000.0,5.8,en
0,Frequency,1.0,0.0,0.0,2000-04-28,31000000.0,7.0,en
0,Pandorum,1.0,0.0,0.0,2009-09-08,33000000.0,6.5,en
0,Death at a Funeral,1.0,0.0,0.0,2007-02-09,9000000.0,6.9,en
0,Three Men and a Baby,1.0,0.0,0.0,1987-11-27,0.0,5.8,en
0,Garden State,1.0,1.0,0.0,2004-07-28,2500000.0,7.1,en
0,Next,1.0,1.0,1.0,2007-04-24,70000000.0,5.9,en
0,Machine Gun Preacher,1.0,1.0,0.0,2011-09-23,30000000.0,6.4,en
0,Starman,0.0,0.0,0.0,1984-12-13,22000000.0,6.6,en
0,Case 39,1.0,1.0,1.0,2009-08-13,27000000.0,6.1,en
0,Four Rooms,1.0,1.0,1.0,1995-12-09,4000000.0,6.5,en
0,Moonrise Kingdom,1.0,1.0,1.0,2012-05-16,16000000.0,7.6,en
0,Being John Malkovich,1.0,1.0,1.0,1999-09-30,13000000.0,7.3,en
0,The Grapes of Wrath,1.0,1.0,1.0,1940-03-15,750000.0,7.8,en
0,The Bachelor Party,0.0,0.0,0.0,1957-04-09,0.0,7.0,en
0,The Damned United,1.0,0.0,0.0,2009-03-27,10000000.0,7.2,en
0,The Book of Eli,1.0,1.0,1.0,2010-01-14,80000000.0,6.6,en
0,Croupier,1.0,1.0,0.0,1998-06-25,0.0,6.7,en
0,Interview with the Vampire,1.0,1.0,1.0,1994-11-11,60000000.0,7.2,en
0,Sleepless in Seattle,1.0,1.0,1.0,1993-06-24,21000000.0,6.5,en
0,The Invention of Lying,1.0,0.0,0.0,2009-09-13,18500000.0,6.0,en
0,Fatal Instinct,1.0,1.0,1.0,1993-10-29,0.0,5.4,en
0,Leviathan,1.0,1.0,1.0,1989-03-17,25000000.0,6.0,en
0,Fear and Loathing in Las Vegas,1.0,0.0,0.0,1998-05-22,18500000.0,7.2,en
0,Bamboozled,1.0,0.0,0.0,2000-10-06,0.0,6.3,en
