,character,actress/actor,gender,title_of_movie,genre1,genre2,genre3,release_date,budget,voting,original_language
5693,Pallantine,Judson Scott,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5694,Japanese Doorman,Sidney S. Liufau,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5695,Kam,Keith Leon Williams,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5696,Paramedic,Andray Johnson,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5697,Paramedic,Stephen R. Peluso,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5698,Pragmatic Policeman,Marcus Aurelius,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5699,Blood Club Bouncer,John Enos III,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5700,Martial Arts Kid,Eboni 'Chrystal' Adams,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5701,Lyle Conway,Lyle Conway,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5702,Menacing Stud,Freeman White,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5703,Vampire Underling,D.V. DeVincentis,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5704,Frost's Goon,Marcus Salgado,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5705,Frost's Goon,Esau McKnight Jr.,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5706,Von Esper,Erl Van Douglas,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5707,Crease,Matt Schulze,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5708,Pleading Goon,Lennox Brown,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5709,Party Girl,Yvette Ocampo,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5710,Slavic Vampire Lord,Irena Stepic,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5711,Russian Woman,Jenya Lano,1.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5712,Russian Vampire,Levan Uchaneishvili,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5713,Cardboard cut-out in Subway,Richard 'Dr.' Baily,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5714,Vampire Victim,Nikki DiSanto,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5715,Blood Bath Vampire,Ryan Glorioso,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5716,Henchman (uncredited),Jeff Imada,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5717,Blood Club (uncredited),Elliott James,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5718,Vampire (uncredited),Stephen Norrington,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5719,Vampire (uncredited),Gerald Okamura,2.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5720,Vampire Lord (uncredited),Frankie Ray,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5721,Woman in Elevator (uncredited),Carrie Seeley,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5722,Woman in Elevator (uncredited),Beth Theriac,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5723,Vampire at rave (uncredited),Ted King,0.0,Blade,Horror,Action,,1998-08-21,45000000.0,6.5,en
5724,Dr. Ben McKenna,James Stewart,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5725,Jo McKenna,Doris Day,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5726,Lucy Drayton,Brenda De Banzie,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5727,Edward Drayton,Bernard Miles,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5728,Val Parnell,Alan Mowbray,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5729,Jan Peterson,Hillary Brooke,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5730,Hank McKenna,Christopher Olsen,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5731,Louis Bernard,Daniel Gélin,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5732,Assassin at Albert Hall,Reggie Nalder,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5733,Conductor at Albert Hall,Bernard Herrmann,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5734,Cindy Fontaine,Carolyn Jones,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5735,Helen Parnell,Alix Talton,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5736,Assistant Manager,Richard Wattis,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5737,Buchanan,Ralph Truman,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5738,Ambassador,Mogens Wieth,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5739,Woburn,Noel Willman,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5740,Police Inspector,Yves Brainville,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5741,Handyman (uncredited),Patrick Aherne,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5742,Worker at the Taxidermist's (uncredited),Frank Albertson,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5743,Taxidermist (uncredited),Frank Atkinson,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5744,Taxidermist (uncredited),John Barrard,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5745,Taxidermist (uncredited),Mayne Lynton,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5746,Sir Kenneth Clarke (uncredited),Clifford Buckton,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5747,Church Member (uncredited),Walter Bacon,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5748,Church Member (uncredited),Lovyss Bradley,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5749,Church Member (uncredited),Nora Bush,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5750,Church Member (uncredited),Ann Kunde,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5751,Church Member (uncredited),Jean Ransome,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5752,French Policeman (uncredited),Albert Carrier,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5753,French Policeman (uncredited),Louis Mercier,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5754,French Policeman (uncredited),Anthony Warde,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5755,Royal Albert Hall Attendee (uncredited),Frank Baker,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5756,Royal Albert Hall Attendee (uncredited),Oliver Cross,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5757,Royal Albert Hall Attendee (uncredited),Sam Harris,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5758,Royal Albert Hall Attendee (uncredited),Jimmie Horan,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5759,Royal Albert Hall Attendee (uncredited),Carl M. Leviness,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5760,Royal Albert Hall Attendee (uncredited),Lee Miller,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5761,Royal Albert Hall Attendee (uncredited),Arthur Tovey,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5762,Edington (uncredited),Harry Fine,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5763,Man (uncredited),Alex Frazer,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5764,Aide to Prime Minister (uncredited),Wolf Frees,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5765,Aide to Prime Minister (uncredited),Richard Marner,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5766,Guard (uncredited),Milton Frome,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5767,Guard (uncredited),Walter Gotell,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5768,Chauffeur (uncredited),Leo Gordon,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5769,Conductor / Himself (uncredited),Bernard Herrmann,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5770,Man in Morocco Marketplace (uncredited),Alfred Hitchcock,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5771,Bernard's Date at Restaurant (uncredited),Gladys Holland,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5772,Ambrose Chappell Sr (uncredited),George Howe,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5773,Ambrose Chappell Jr (uncredited),Richard Wordsworth,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5774,Arab (uncredited),Eumenio Blanco,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5775,Arab (uncredited),Allen Jaffe,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5776,Arab (uncredited),Lou Krugman,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5777,Butler (uncredited),Harold Kasket,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5778,Patterson (uncredited),Barry Keegan,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5779,General Manager of Albert Hall (uncredited),Lloyd Lamble,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5780,Detective (uncredited),Lewis Martin,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5781,Henchman (uncredited),Ralph Neff,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5782,Uniformed Attendant (uncredited),John O'Malley,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5783,Special Branch Officer (uncredited),Eric Snowden,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5784,Special Branch Officer (uncredited),Patrick Whyte,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5785,Box Office Woman (uncredited),Alma Taylor,1.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5786,Footman (uncredited),Guy Verney,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5787,Police Sergeant (uncredited),Peter Williams,2.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5788,Butler (uncredited),John Marshall,0.0,The Man Who Knew Too Much,Adventure,Crime,Drama,1956-06-01,2500000.0,7.3,en
5789,Guy Haines,Farley Granger,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5790,Bruno Antony,Robert Walker,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5791,Anne Morton,Ruth Roman,1.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5792,Barbara Morton,Patricia Hitchcock,1.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5793,Miriam Joyce Haines (as Laura Elliott),Kasey Rogers,1.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5794,Senator Morton,Leo G. Carroll,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5795,Mrs. Antony,Marion Lorne,1.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5796,Mr. Antony,Jonathan Hale,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5797,Detective Leslie Hennessy,Robert Gist,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5798,Police Captain Turley,Howard St. John,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5799,Mrs. Cunningham,Norma Varden,1.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5800,Professor Collins,John Brown,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5801,Tennis Umpire (uncredited),Brooks Benedict,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5802,Detective Hammond (uncredited),John Doucette,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5803,Man Crawling Under Carousel (uncredited),Harry Hines,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5804,Man Boarding Train (uncredited),Alfred Hitchcock,2.0,Strangers on a Train,Crime,Drama,Thriller,1951-06-18,1200000.0,7.6,en
5805,Willow Ufgood,Warwick Davis,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5806,Madmartigan,Val Kilmer,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5807,Sorsha,Joanne Whalley,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5808,Queen Bavmorda,Jean Marsh,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5809,Fin Raziel,Patricia Hayes,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5810,High Aldwin,Billy Barty,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5811,General Kael,Pat Roach,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5812,Airk Thaughbaer,Gavin O'Herlihy,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5813,Meegosh,David Steinberg,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5814,Vohnkar,Phil Fondacaro,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5815,Burglekutt,Mark Northover,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5816,Vohnkar Warrior,Tony Cox,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5817,Rool,Kevin Pollak,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5818,Franjean,Rick Overton,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5819,Cherlindrea,Maria Holvoe,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5820,Kiaya Ufgood,Julie Peters,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5821,Mims Ufgood,Dawn Downing,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5822,Ranon Ufgood,Mark Vande Brake,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5823,Ethna,Zulema Dene,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5824,Elora Danan,Ruth Greenfield,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5825,Elora Danan,Kate Greenfield,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5826,Nelwyn Band Member (uncredited),Kenny Baker,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5827,Nelwyn Villager (uncredited),Ashley C. Williams,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5828,Druid,Michael Cotterill,0.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5829,Barmaid,Joanna Dickens,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5830,The Wench,Jennifer Guy,1.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5831,Llug,Ron Tarr,2.0,Willow,Adventure,Drama,Action,1988-05-01,35000000.0,6.9,en
5832,Tom Grunick,William Hurt,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5833,Aaron Altman,Albert Brooks,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5834,Jane Craig,Holly Hunter,1.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5835,Ernie Merriman,Robert Prosky,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5836,Jennifer Mack,Lois Chiles,1.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5837,Blair Litton,Joan Cusack,1.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5838,Paul Moore,Peter Hackes,0.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5839,Bobby,Christian Clemenson,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5840,Bill Rorich,Jack Nicholson,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5841,Martin Klein,Robert Katims,0.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5842,George Wein,Ed Wheeler,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5843,Gerald Grunick,Stephen Mendillo,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5844,Young Tom,Kimber Shoop,0.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5845,Young Aaron,Dwayne Markee,0.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5846,Young Jane,Gennie James,1.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5847,Jane's Dad,Leo Burmester,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5848,Date-Rape Woman,Marita Geraghty,1.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5849,News Theme Writer,Glen Roven,0.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5850,News Theme Writer,Marc Shaiman,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5851,Angry Messenger,John Cusack,2.0,Broadcast News,Comedy,Drama,Romance,1987-12-16,20000000.0,6.8,en
5852,Lt. Daniel Kaffee,Tom Cruise,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5853,Col. Nathan R. Jessep,Jack Nicholson,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5854,Lt. Cdr. JoAnne Galloway,Demi Moore,1.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5855,Capt. Jack Ross,Kevin Bacon,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5856,Lt. Sam Weinberg,Kevin Pollak,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5857,Pfc. Louden Downey,James Marshall,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5858,Lt. Col. Matthew A. Markinson,J.T. Walsh,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5859,Lt. Jonathan Kendrick,Kiefer Sutherland,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5860,Dr. Stone,Christopher Guest,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5861,Judge Randolph,J.A. Preston,0.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5862,Lt. Dave Spradling,Matt Craven,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5863,Lance Cpl. Harold W. Dawson,Wolfgang Bodison,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5864,Capt. Whitaker,Xander Berkeley,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5865,Capt. West,John M. Jackson,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5866,Cpl. Jeffrey Barnes,Noah Wyle,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5867,Cpl. Carl Hammaker,Cuba Gooding Jr.,2.0,A Few Good Men,Drama,,,1992-12-11,40000000.0,7.1,en
5868,Chief Inspector Lee,Jackie Chan,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5869,Detective James Carter,Chris Tucker,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5870,Sang,Ken Leung,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5871,Thomas Griffin,Tom Wilkinson,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5872,Consul Solon Han,Tzi Ma,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5873,Clive Cod,Chris Penn,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5874,First Caucasien,Robert Littman,0.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5875,Diner Guest,Michael Chow,0.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5876,Soo Yung,Julia Hsu,1.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5877,Cop,Kai Lennox,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5878,Tania Johnson,Elizabeth Peña,1.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5879,Soo Yung's Bodyguard,Roger Fan,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5880,Soo Yung's Driver,George Cheung,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5881,Cop at Diner,Larry Sullivan,0.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5882,Agent Dan Whitney,Rex Linn,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5883,Exposition Official,Lucy Lin,1.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5884,Agent Warren Russ,Mark Rolston,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5885,Captain Diel,Philip Baker Hall,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5886,Stucky,John Hawkes,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5887,Foo Chow Hostess,Ai Wan,0.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5888,Bomb Practice Sergeant,Tommy Bush,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5889,FBI Agent at Building,Billy Devlin,2.0,Rush Hour,Action,Comedy,Crime,1998-09-18,33000000.0,6.8,en
5890,Sam,Robert De Niro,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5891,Vincent,Jean Reno,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5892,Deirdre,Natascha McElhone,1.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5893,Gregor,Stellan Skarsgård,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5894,Spence,Sean Bean,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5895,Seamus O'Rourke,Jonathan Pryce,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5896,Larry,Skipp Sudduth,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5897,Natacha Kirilova,Katarina Witt,1.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5898,Jean-Pierre,Michael Lonsdale,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5899,Man with the Newspaper,Ron Perkins,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5900,Mikhi,Féodor Atkine,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5901,Sergi's Accomplice,Daniel Breton,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5902,Man at Exchange,Amidou,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5903,Dapper Gent,Jan Tříska,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5904,Sergi,Bernard Bloch,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5905,Arles Little Girl,Léopoldine Serre,1.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5906,Clown Ice Skater,Dominic Gugliametti,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5907,Clown Ice Skater,Alan Beckworth,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5908,The 'Boss',Tolsty,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5909,Tour Guide,Gérard Moulévrier,2.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5910,The 'Target',Lionel Vitrant,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
5911,Arles Messenger,Vincent Schmitt,0.0,Ronin,Action,Thriller,Crime,1998-09-25,55000000.0,6.8,en
